SeqID,Cate Code
399_A0A0P0J411,0
400_A0A0E3H1G4,0
401_A0A0P0CND4,0
402_G8GRU2,0
403_A0A0K1P458,0
404_A0A0E3KJA7,0
405_A0A146FYU8,0
406_M1LTN3,0
407_A0A0P0IT78,0
408_A0A1X9Q6J4,0
409_K7YDW1,0
410_A0A146FVJ8,0
411_W8E1Q7,0
412_A0A0E3KJ44,0
413_A0A089ZZX1,0
414_R4L950,0
415_W8P3L1,0
416_C9EB72,0
417_A0A0P0ITI2,0
418_E5KWZ4,0
419_K4F4U6,0
420_A0A0S2A868,0
421_A0A0P0IM73,0
422_E5FB37,0
423_A0A0S2A6N7,0
424_E5F3J5,0
425_W0C5Q5,0
426_A0A0E3KCD6,0
427_D9IAN2,0
428_R9UNB0,0
429_E5F3W2,0
430_W8PB25,0
431_K9LFH2,0
432_A0A0A1EJ52,0
433_K4F480,0
434_W5S8P2,0
435_K9LHC7,0
436_A0A076KRP3,0
437_A0A0S2A7V7,0
438_W8E534,0
439_W8E8R1,0
440_W8GPJ2,0
441_G8GSW2,0
442_A0A0P0ILM5,0
443_K4F545,0
444_T2FNQ7,0
445_K4F4U0,0
446_K4FAH1,0
447_K4F4H5,0
448_A0A0P0IGN3,0
449_W8DYU6,0
450_A0A0S2A7G3,0
451_W8DYF5,0
452_C9EAY4,0
453_A0A172MHK0,0
454_D5L8V6,0
455_W8E364,0
456_A0A1Z3FU14,0
457_A0A0P0CBX1,0
458_A0A0P0IZG0,0
459_I1VCG5,0
460_G8GSJ0,0
461_A0A0P0CKK9,0
462_A0A0A1EHF5,0
463_A0A0A1EGP7,0
464_A0A0A7E3Q4,0
465_A0A088NB55,0
466_A0A088N7T5,0
467_W5S8N1,0
468_A0A0P0IUG6,0
469_A0A089N5T6,0
470_A0A1Z2WYC4,0
471_W5S367,0
472_R4TR46,0
473_A0A0K1L8M4,0
474_A0A1L5BXK6,0
475_A0A076KWA3,0
476_A0A0K1L7W4,0
477_C4P036,0
478_A0A0K1P411,0
479_A0A1Z2WXE7,0
480_A0A1Z2WYE4,0
481_A0A1Z2WYA1,0
482_A0A0K0Q3R4,0
483_A0A1Z2WX06,0
484_A0A1Z2WYF3,0
485_A0A1L5BXM4,0
486_H9B470,0
487_A0A1Z2WXC4,0
488_K4P5D6,0
489_W5RRA7,0
490_K4NR52,0
491_K4NUB0,0
492_K4NR15,0
493_A0A024BN58,0
494_G9CT12,0
495_C7S8R0,0
496_A0A0G3VNX3,0
497_A0A0A1E9B6,0
498_J9SQL1,0
499_C7S8Q5,0
500_A0A1V0N9R4,0
501_A0A0S1TLT4,0
502_A0A0A1EAY8,0
503_X2GA79,0
504_H9NHM6,0
505_I6TIA8,0
506_M1TFF5,0
507_A0A076LF96,0
508_A0A0H4U9D1,0
509_A0A0K0MTX6,0
510_A0A0D5CS19,0
511_A0A024BLT4,0
512_A0A077D4P8,0
513_I6SMM0,0
514_A0A1B0V448,0
515_W0NZ15,0
516_K4P887,0
517_A0A0K0MS00,0
518_H9NHP9,0
519_B3UYG5,0
520_D0EHD5,0
521_A0A024BLM5,0
522_A0A1B1W6B1,0
523_B3UYW5,0
524_L0CTZ4,0
525_A0A1B1W646,0
526_A0A067Z936,0
527_A0A0C5PSY9,0
528_D0EH58,0
529_A0A0D5CSF4,0
530_R9XY34,0
531_A0A0A1EAY4,0
532_U6A0H3,0
533_A0A1B1W6A8,0
534_A0A0H4U504,0
535_I6TUR6,0
536_A0A1B1W695,0
537_A0A1B1W6D8,0
538_A0A059U084,0
539_A0A0B5JIQ6,0
540_J9ZZU4,0
541_K4P5T6,0
542_G1CTZ4,0
543_M4PG89,0
544_A0A0D5CSC3,0
545_A0A1V0N900,0
546_D0EGV0,0
547_A0A0K0MTY0,0
548_K4HTJ5,0
549_A0A0H4U4V2,0
550_G1CVH0,0
551_I6SM03,0
552_A0A0D5CSP4,0
553_U6A3F9,0
554_A0A0D5CSV7,0
555_A0A0K0MSC7,0
556_T2AS08,0
557_A0A0D5CSD4,0
558_H9BFN1,0
559_A8SXA8,0
560_B5LRR4,0
561_G3KDN4,0
562_L7ZAR3,0
563_B5LRU6,0
564_K0DGF5,0
565_B0F2Z1,0
566_B0LL02,0
567_A0A146KZ92,0
568_A8SU54,0
569_B3GBG9,0
570_B0Z0G8,0
571_A7LJ03,0
572_J9TB14,0
573_G4VWW0,0
574_B5A4D4,0
575_Q1HDG6,0
576_I1U3M9,0
577_U3MWX7,0
578_X5CL18,0
579_I3RQI9,0
580_B5LRY2,0
581_A8STS3,0
582_E2GDL6,0
583_G0T722,0
584_U3MX03,0
585_G3KDH1,0
586_S5RIU6,0
587_F6N3I7,0
588_A0A146KX13,0
589_C3S3X7,0
590_D5LKB8,0
591_C3S5L0,0
592_G3EZL6,0
593_I1U3Q9,0
594_B0FNF3,0
595_V5LBL9,0
596_H6TET5,0
597_A8SVX7,0
598_D2XZS5,0
599_F6N3G5,0
600_U3MYU5,0
601_G3KDC1,0
602_B5LS06,0
603_A5HA01,0
604_E3W133,0
605_X5CL60,0
606_Q3I2X2,0
607_A9Q2E2,0
608_B5LRZ2,0
609_I1U405,0
610_C3S3S7,0
611_X5CN60,0
612_F6N2V2,0
613_A8SXM3,0
614_A6XK85,0
615_E2GDM2,0
616_K0DBL1,0
617_F5CP64,0
618_B5LRP0,0
619_A0A088MWI3,0
620_A0A088MVU0,0
621_A8SWN3,0
622_A8SWG5,0
623_G0T6C3,0
624_D0V162,0
625_B2L3D0,0
626_C4TNW2,0
627_X5CL07,0
628_F5CP43,0
629_A0A142G4Y6,0
630_A0A146L2N2,0
631_M9WK52,0
632_B6S3P5,0
633_V5LCC9,0
634_D3YET8,0
635_D3KYK5,0
636_G4VVN3,0
637_A0A088MWN2,0
638_Q1HD22,0
639_A9Q2N2,0
640_F2XHG4,0
641_B5LRR5,0
642_G0T6L4,0
643_B3GBB7,0
644_C1JDB4,0
645_D1GZL9,0
646_H9CBS2,0
647_B2KPP5,0
648_F1CLV1,0
649_A4GIT8,0
650_M9WLQ9,0
651_A5HA07,0
652_C0KGV5,0
653_U3MX10,0
654_B6S3W7,0
655_Q3I2X0,0
656_K0DE09,0
657_G3EK98,0
658_B6S4Q2,0
659_E2FKR1,0
660_G4VVM5,0
661_A5HAI4,0
662_A8SV72,0
663_A7LJ39,0
664_E5G9I7,0
665_B5LRU4,0
666_C0L4C8,0
667_Q3I311,0
668_K0DHC1,0
669_V5LC70,0
670_A0A146L215,0
671_E5G9J6,0
672_B5LRS9,0
673_H9CBP3,0
674_A0A146L1S5,0
675_C1JDJ6,0
676_G0T6V3,0
677_A5HAA7,0
678_C3S5N4,0
679_B5LRU0,0
680_Q3I329,0
681_C3S4Q8,0
682_Q3I2F8,0
683_Q0QMK2,0
684_I1U402,0
685_A0A0P0UTZ3,0
686_B2L3D1,0
687_H9BFM1,0
688_E5G9Q7,0
689_C8BME5,0
690_K0DE63,0
691_A0A088MVX3,0
692_C8CE16,0
693_U3LLI4,0
694_A9Q2D7,0
695_H9XP82,0
696_G0T6M6,0
697_F6N2Z1,0
698_A5HAG8,0
699_F5CP79,0
700_C1JDC5,0
701_B5B215,0
702_C8XTT9,0
703_C6GGN1,0
704_A5HAG1,0
705_B0F2S5,0
706_G0T772,0
707_A0A0P0UVF0,0
708_A0A0K1H3F0,0
709_A0A146FT16,0
710_A0A097BUI8,0
711_F2XXI0,0
712_A0A1Z2WYM0,0
713_A0A059WQB5,0
714_G8GS93,0
715_A0A0E3KJ78,0
716_A0A172MJP3,0
717_A0A146FUY0,0
718_G3KCC1,0
719_A0A088N7E2,0
720_A0A089N774,0
721_M1LIR1,0
722_E5FBL3,0
723_G3KBX0,0
724_C9EAM8,0
725_K4F4C0,0
726_I3RKB6,0
727_A0A146FVK8,0
728_I1VCI7,0
729_D5L8M9,0
730_A0A0P0IUJ9,0
731_A0A0A1EK58,0
732_A0A089ZWF4,0
733_A0A068J5D0,0
734_T2FPL9,0
735_B5AIL6,0
736_A0A088N6T5,0
737_A0A088N6C9,0
738_R9ULK9,0
739_G3KCB1,0
740_C9EAF4,0
741_A0A146FU38,0
742_A0A0A1EEY5,0
743_T2FNP6,0
744_A0A097BUJ8,0
745_R4L940,0
746_A0A0S1YEU1,0
747_G8GR77,0
748_K4F8S2,0
749_A0A146FW73,0
750_A0A0A7RKC4,0
751_A0A172MGQ8,0
752_W8GU70,0
753_C9EB06,0
754_G8GSM7,0
755_A0A146FZB9,0
756_T2FNL3,0
757_A0A0E3H1G7,0
758_G8GR43,0
759_T1YY30,0
760_A0A109UNS6,0
761_T1W3Z3,0
762_A0A1Z3FU38,0
763_A0A088N818,0
764_A0A146G150,0
765_A0A060IHU3,0
766_E5F3W4,0
767_A0A088NKJ8,0
768_G3FCE6,0
769_A0A146FTT7,0
770_K4LKF2,0
771_A0A089ZWC2,0
772_H6UNX2,0
773_T2FNU6,0
774_A0A0P0ILF0,0
775_T1W2J9,0
776_A0A088N846,0
777_G8GS38,0
778_W8GL46,0
779_A0A088NAR7,0
780_A0A089ZWC3,0
781_G8G0Z9,0
782_J7IT82,1
783_A0A090KLJ2,0
784_G3KBQ6,0
785_A0A0P0ILV6,0
786_A0A146FYD1,0
787_B3Y9C2,0
788_T1YVL0,0
789_A0A0P0J8Y1,0
790_A0A0E3KJ54,0
791_A0A166G316,0
792_W8PEN2,0
793_K9LFN1,0
794_F4ZE52,0
795_A0A1Z2WYH8,0
796_W8P3B0,0
797_A0A023Q1Q9,0
798_G3KC27,0
799_A0A0N7ISK0,0
800_A0A089N4U6,0
801_E5F465,0
802_A0A0A1EIX1,0
803_A0A0S1YEP7,0
804_G8GSF4,0
805_A0A0P0ICK3,0
806_F2XXL0,0
807_W8GGY2,0
808_G3FC00,0
809_D5L8S9,0
810_A0A0C5BVE4,0
811_A0A0P0J3S2,0
812_G3KBU8,0
813_R9UMT7,0
814_I1VCL9,0
815_K9LHB4,0
816_K7ZBH0,0
817_A0A0P0J6A7,0
818_W8E4L0,0
819_L7X4M5,0
820_R9ZT29,0
821_C9EB76,0
822_A0A0A7E510,0
823_K4F8M6,0
824_A0A076KWC0,0
825_G3KBU2,0
826_A0A0S1U1S7,0
827_A0A088NL35,0
828_G8GRS2,0
829_G8GR75,0
830_A0A090A0K9,0
831_E5F3W5,0
832_T1W405,0
833_G3KCC4,0
834_A0A076KW84,0
835_A0A1Z2WX51,0
836_K4F4H1,0
837_K4F4K5,0
838_I3RK98,0
839_C9EAX7,0
840_A0A0A1EGS0,0
841_A0A0A7RJN1,0
842_E2J816,0
843_G3KBX8,0
844_K9LGX2,0
845_A0A089N8J9,0
846_W5S4G4,0
847_A0A0P0J373,0
848_W0C8K6,0
849_K4FAQ1,0
850_A0A0A1EJE5,0
851_K4F4X8,0
852_V9Q515,0
853_A0A089PKS3,0
854_A0A0K0Q4U0,0
855_A0A1Z2WYF4,0
856_A0A0A7RKQ5,0
857_A0A0N7ISJ4,0
858_A0A1Z2WYI8,0
859_A0A1Z3FTJ6,0
860_A0A097BU78,0
861_A0A1X9Q659,0
862_A0A0N7ISJ0,0
863_G3FJP6,0
864_A0A0K0Q3J4,0
865_A0A076KZ48,0
866_A0A0K0Q3Y9,0
867_A0A1Z2WYP5,0
868_K4P821,0
869_G1CU13,0
870_H9NHP3,0
871_K4I0Q4,0
872_G1CTK9,0
873_R9XVC8,0
874_A0A1V0N8Y0,0
875_A0A0C5PMX6,0
876_K4P857,0
877_A0A0K0MSN4,0
878_A0A0D5CT03,0
879_A0A0D5CU78,0
880_A0A1V0N9R1,0
881_A0A0D5CRM5,0
882_G9CT30,0
883_G3G8K3,0
884_D0EGE3,0
885_A0A0B5JE93,0
886_A0A096ZKU2,0
887_H9NHQ2,0
888_G1CU19,0
889_A0A0K0MSW7,0
890_B3UYK6,0
891_X2GAG0,0
892_A9CTY0,0
893_A0A088MWT1,0
894_F1D8A0,0
895_V5W9R8,0
896_G1CTS6,0
897_I0E279,0
898_A0A0K0MU55,0
899_X2GBR4,0
900_R9XXI8,0
901_A0A0B5JIQ1,0
902_K0A1E9,0
903_H9BYN2,0
904_H9A0F0,0
905_A0A0G3VMU0,0
906_A0A076L7H6,0
907_A0A0D5CRN6,0
908_G1CU96,0
909_A0A0K1JSG9,0
910_M1SZA2,0
911_A0A024BMK7,0
912_A0A0K0MU33,0
913_W0GCC7,0
914_G3GA90,0
915_K4P7Z5,0
916_A0A0K0MT08,0
917_A0A1Y0AW11,0
918_G9CSS6,0
919_A0A024BL27,0
920_A0A0D5CTP9,0
921_A0A0G3VL64,0
922_I7C0L6,0
923_A0A024BML2,0
924_F1D898,0
925_K4PIU1,0
926_W0GD63,0
927_A0A077D216,0
928_I6TGP9,0
929_V5UMS8,0
930_X2G5H4,0
931_K4HUU3,0
932_M1S341,0
933_T2AT13,0
934_K4P802,0
935_L7W2S6,0
936_M4PJC7,0
937_I6TQN1,0
938_D0EHE4,0
939_K4HUV6,0
940_W6A2S7,0
941_A0A0A1EBG0,0
942_A0A0A1E920,0
943_I6TR46,0
944_A0A165EKS2,0
945_A0A0C5PMI7,0
946_A0A024BNQ5,0
947_X2GC26,0
948_K4I069,0
949_A0A0D5CSM4,0
950_A0A1V0NAV0,0
951_T1W0B2,0
952_A0A0S1TLH9,0
953_G3GA87,0
954_A9CT14,0
955_A0A0D5CSX2,0
956_A0A0B5JPZ3,0
957_X2G550,0
958_A0A0D5CSD3,0
959_A0A0K0MTN4,0
960_A0A0G3U9H7,0
961_K4P818,0
962_A0A1V0NBD1,0
963_G1CTI7,0
964_D0EGJ1,0
965_A0A0B5JDQ8,0
966_A0A1V0NBB8,0
967_A0A096ZL63,0
968_G1CVT6,0
969_A0A076L7V4,0
970_G8IHY2,0
971_A0A0D5CSF2,0
972_A0A0S1TKV8,0
973_A0A0D5CSM0,0
974_K4HTL3,0
975_R9XW27,0
976_A0A0B5JI64,0
977_A0A0D5CST9,0
978_A0A024BP15,0
979_A0A0C5PPW0,0
980_A0A088MTC8,0
981_I6TI49,0
982_A0A0G3U4W6,0
983_H9NHM4,0
984_A0A0D5CSF8,0
985_A0A0B5JQ84,0
986_A0A1B1W656,0
987_K4P880,0
988_A0A067Z8Q8,0
989_A0A0D5CS76,0
990_A0A1V0NAN8,0
991_A7XVR4,0
992_A1XT53,0
993_K0DHW6,0
994_H9CBI6,0
995_A9Q2C7,0
996_C1JDC4,0
997_G3KDB4,0
998_H9BFM8,0
999_A0A088MWA7,0
1000_F5CNR0,0
1001_C3S4I7,0
1002_E2I9X7,0
1003_D0UHR5,0
1004_I1U3R0,0
1005_D7RPD4,0
1006_L7ZAF9,0
1007_H9CBI0,0
1008_C3S593,0
1009_B5LRQ3,0
1010_F6N3S2,0
1011_F1C8P4,0
1012_F2XHF0,0
1013_G0T6H5,0
1014_Q3I239,0
1015_C3S4A7,0
1016_H6TET9,0
1017_C4TNV0,0
1018_A0A088MVS4,0
1019_A9Q2J9,0
1020_K0DET9,0
1021_B5LRR8,0
1022_F6N3Q7,0
1023_D0V1B4,0
1024_F2YSD9,0
1025_G3KDG6,0
1026_G0T6N8,0
1027_E0X5U7,0
1028_A2TJR5,0
1029_H9CBJ9,0
1030_B5LRN5,0
1031_D9YJP0,0
1032_A0A088MVW4,0
1033_A0A088MWK7,0
1034_K0DEB1,0
1035_C3S445,0
1036_I1U3U3,0
1037_A5HA18,0
1038_B0FN04,0
1039_G0T6W0,0
1040_C3S6A2,0
1041_G0YXZ7,0
1042_F6N2Y1,0
1043_A0A184WBE6,0
1044_V5LD60,0
1045_D5JXP1,0
1046_D5JYE0,0
1047_B6S4D3,0
1048_I3QKI7,0
1049_B6V0N9,0
1050_H9BFN6,0
1051_K0DHD8,0
1052_J9ZYG9,0
1053_V5M1J5,0
1054_K0DGX9,0
1055_G0T6N2,0
1056_C3S5I2,0
1057_G0T733,0
1058_F6N2L2,0
1059_H9CBH5,0
1060_C1JDL5,0
1061_G0T6X8,0
1062_B6V0N6,0
1063_C3S6J3,0
1064_F6N3S1,0
1065_D7PVP5,0
1066_G3KDX8,0
1067_C3S705,0
1068_G3KDE8,0
1069_C3S3H6,0
1070_A0A088MW87,0
1071_B5LRN4,0
1072_B5LRU1,0
1073_E2GDR7,0
1074_F6N2S3,0
1075_Q3I324,0
1076_C4TNU9,0
1077_M9WKH6,0
1078_E2GDM0,0
1079_M9WHT8,0
1080_F6N3E1,0
1081_D5JYI8,0
1082_F5CNP6,0
1083_A0A146L1A5,0
1084_G3KDP7,0
1085_F8WSG1,0
1086_K0DEM0,0
1087_A5HAH4,0
1088_D3KYJ3,0
1089_C8CK64,0
1090_G0T710,0
1091_H9CBV7,0
1092_C3S3S6,0
1093_B5LRP2,0
1094_G3KDM4,0
1095_K0DES6,0
1096_G0WUC8,0
1097_A0A088MW63,0
1098_U3MXA1,0
1099_C0KGV1,0
1100_C4TNV6,0
1101_A0A0K2B7V9,0
1102_U3N3I9,0
1103_U3MZ17,0
1104_B5LRR3,0
1105_K0DGP1,0
1106_H9BFM0,0
1107_B2L3B6,0
1108_A0A0P0UUC5,0
1109_C8XTU2,0
1110_F6N427,0
1111_G4VWJ7,0
1112_E0X5T2,0
1113_B6S3N0,0
1114_K0DE08,0
1115_D7R1T7,0
1116_C1JDD2,0
1117_F5CNV9,0
1118_F6N2K7,0
1119_F5CNM5,0
1120_F2YBU1,0
1121_C4TNU0,0
1122_A5HA32,0
1123_U3MWY1,0
1124_B6V1U4,0
1125_I3QKH6,0
1126_C9EAN5,0
1127_I3TC27,0
1128_A0A0A1EER7,0
1129_A0A088NAP9,0
1130_F4ZE28,0
1131_W0C7P0,0
1132_T2FPG8,0
1133_A0A146FXD5,0
1134_B2CCR4,0
1135_W0JG62,0
1136_G8GRN6,0
1137_A0A146FX19,0
1138_R9Z3R2,0
1139_G8GSB8,0
1140_A0A0A1EE61,0
1141_A0A161GWY8,0
1142_R9Z3K9,0
1143_A0A0P0J8M5,0
1144_A0A1Z2WXD1,0
1145_A0A088NAV5,0
1146_A0A089N5C5,0
1147_R9UN66,0
1148_A0A166G1S2,0
1149_F4ZE35,0
1150_K4F4F0,0
1151_G8GSL0,0
1152_I1VCR2,0
1153_A0A076KWL7,0
1154_B5AIN2,0
1155_W8E1R4,0
1156_A0A0K2D531,0
1157_U3LXG4,0
1158_A0A076KZ68,0
1159_A0A0S2A6X9,0
1160_A0A0S1YEB7,0
1161_K9LFN6,0
1162_K4LMX9,0
1163_G8GRC2,0
1164_T2FP25,0
1165_D7GC16,0
1166_R9UJR5,0
