SeqID,Cate
284_C7DV48,amoA_A
285_E2GDN9,amoA_A
286_U3MX69,amoA_A
287_B6S3P0,amoA_A
288_G3KDC2,amoA_A
289_A0A146KZJ1,amoA_A
290_H9CBQ6,amoA_A
291_A0A146L1Q5,amoA_A
292_B0F2V6,amoA_A
293_B6V1Q3,amoA_A
294_E0X5S8,amoA_A
295_D7R1Z7,amoA_A
296_H9CC03,amoA_A
297_C3S4D4,amoA_A
298_B0FNH0,amoA_A
299_D7PVL4,amoA_A
300_H9CBN7,amoA_A
301_F2XHG1,amoA_A
302_G0T6D9,amoA_A
303_A0A088MZC0,amoA_A
304_A0A088MWP8,amoA_A
305_F6N2Z7,amoA_A
306_B9VEA4,amoA_A
307_K0DEE3,amoA_A
308_E0X5U2,amoA_A
309_C8BMJ4,amoA_A
310_A8SWZ1,amoA_A
311_A0A184WBB2,amoA_A
312_F6N3G8,amoA_A
313_A0A146KYN8,amoA_A
314_C3S6Y5,amoA_A
315_E3UUT8,amoA_A
316_D7RY28,amoA_A
317_K0DAU1,amoA_A
318_F6KNX5,amoA_A
319_A8SXF5,amoA_A
320_A0A088N8K2,amoA_A
321_G0T6J1,amoA_A
322_D2XZS6,amoA_A
323_F1C8Q2,amoA_A
324_A5HAG3,amoA_A
325_D5JYI2,amoA_A
326_J9ZYH8,amoA_A
327_H6TF72,amoA_A
328_K0DGT2,amoA_A
329_M9WLE7,amoA_A
330_D3YET5,amoA_A
331_A0A0K2B7T7,amoA_A
332_H9CBV9,amoA_A
333_A0A184WBH9,amoA_A
334_A0A088MW99,amoA_A
335_F2YBV5,amoA_A
336_Q1HD62,amoA_A
337_U3MX96,amoA_A
338_A0A097HUG1,amoA_A
339_F2WYX1,amoA_A
340_C1JDC2,amoA_A
341_A5HAH1,amoA_A
342_B5LRP7,amoA_A
343_A0A097HUH4,amoA_A
344_D5JXC3,amoA_A
345_B6V1V0,amoA_A
346_D7PVT2,amoA_A
347_D0UHQ3,amoA_A
348_A0A0K1JSH5,amoA_A
349_B6S464,amoA_A
350_B9VEA2,amoA_A
351_J9QD82,amoA_A
352_C3S4T9,amoA_A
353_E5G9L4,amoA_A
354_D3YES9,amoA_A
355_F5CNW9,amoA_A
356_E2GDN3,amoA_A
357_Q0QMF3,amoA_A
358_I3QKK4,amoA_A
359_B5LS21,amoA_A
360_Q0QMJ0,amoA_A
361_G1UEL1,amoA_A
362_Q3I2Y5,amoA_A
363_A2TJQ7,amoA_A
364_F2YC06,amoA_A
365_A0A1B4ZDN3,amoA_A
366_B6V1M2,amoA_A
367_C5WBZ8,amoA_A
368_V5LCA4,amoA_A
369_B5LRV8,amoA_A
370_B5B1S6,amoA_A
371_H9CBP7,amoA_A
372_B5LRM9,amoA_A
373_E5F8R3,amoA_A
374_R9Z029,amoA_A
375_A0A0A7RPS4,amoA_A
376_B2CCN8,amoA_A
377_G3FC38,amoA_A
378_G3KBK9,amoA_A
379_D5L961,amoA_A
380_E2J817,amoA_A
381_K4F4W6,amoA_A
382_G8GSS8,amoA_A
383_K4LZL2,amoA_A
384_A0A146FSF0,amoA_A
385_A0A0S1YEY4,amoA_A
386_F2XXI1,amoA_A
387_A0A0S1YEU6,amoA_A
388_A0A146FVG7,amoA_A
389_G3FCD3,amoA_A
390_K4F516,amoA_A
391_A0A146FTF4,amoA_A
392_A0A0P0J876,amoA_A
393_F2XXH7,amoA_A
394_W5ZRV7,amoA_A
395_G3KBX5,amoA_A
396_G3FC82,amoA_A
397_A0A089PKP6,amoA_A
398_R9UJK4,amoA_A
399_A0A0P0J411,amoA_A
400_A0A0E3H1G4,amoA_A
401_A0A0P0CND4,amoA_A
402_G8GRU2,amoA_A
403_A0A0K1P458,amoA_A
404_A0A0E3KJA7,amoA_A
405_A0A146FYU8,amoA_A
406_M1LTN3,amoA_A
407_A0A0P0IT78,amoA_A
408_A0A1X9Q6J4,amoA_A
409_K7YDW1,amoA_A
410_A0A146FVJ8,amoA_A
411_W8E1Q7,amoA_A
412_A0A0E3KJ44,amoA_A
413_A0A089ZZX1,amoA_A
414_R4L950,amoA_A
415_W8P3L1,amoA_A
416_C9EB72,amoA_A
417_A0A0P0ITI2,amoA_A
418_E5KWZ4,amoA_A
419_K4F4U6,amoA_A
420_A0A0S2A868,amoA_A
421_A0A0P0IM73,amoA_A
422_E5FB37,amoA_A
423_A0A0S2A6N7,amoA_A
424_E5F3J5,amoA_A
425_W0C5Q5,amoA_A
426_A0A0E3KCD6,amoA_A
427_D9IAN2,amoA_A
428_R9UNB0,amoA_A
429_E5F3W2,amoA_A
430_W8PB25,amoA_A
431_K9LFH2,amoA_A
432_A0A0A1EJ52,amoA_A
433_K4F480,amoA_A
434_W5S8P2,amoA_A
435_K9LHC7,amoA_A
436_A0A076KRP3,amoA_A
437_A0A0S2A7V7,amoA_A
438_W8E534,amoA_A
439_W8E8R1,amoA_A
440_W8GPJ2,amoA_A
441_G8GSW2,amoA_A
442_A0A0P0ILM5,amoA_A
443_K4F545,amoA_A
444_T2FNQ7,amoA_A
445_K4F4U0,amoA_A
446_K4FAH1,amoA_A
447_K4F4H5,amoA_A
448_A0A0P0IGN3,amoA_A
449_W8DYU6,amoA_A
450_A0A0S2A7G3,amoA_A
451_W8DYF5,amoA_A
452_C9EAY4,amoA_A
453_A0A172MHK0,amoA_A
454_D5L8V6,amoA_A
455_W8E364,amoA_A
456_A0A1Z3FU14,amoA_A
457_A0A0P0CBX1,amoA_A
458_A0A0P0IZG0,amoA_A
459_I1VCG5,amoA_A
460_G8GSJ0,amoA_A
461_A0A0P0CKK9,amoA_A
462_A0A0A1EHF5,amoA_A
463_A0A0A1EGP7,amoA_A
464_A0A0A7E3Q4,amoA_A
465_A0A088NB55,amoA_A
466_A0A088N7T5,amoA_A
467_W5S8N1,amoA_A
468_A0A0P0IUG6,amoA_A
469_A0A089N5T6,amoA_A
470_A0A1Z2WYC4,amoA_A
471_W5S367,amoA_A
472_R4TR46,amoA_A
473_A0A0K1L8M4,amoA_A
474_A0A1L5BXK6,amoA_A
475_A0A076KWA3,amoA_A
476_A0A0K1L7W4,amoA_A
477_C4P036,amoA_A
478_A0A0K1P411,amoA_A
479_A0A1Z2WXE7,amoA_A
480_A0A1Z2WYE4,amoA_A
481_A0A1Z2WYA1,amoA_A
482_A0A0K0Q3R4,amoA_A
483_A0A1Z2WX06,amoA_A
484_A0A1Z2WYF3,amoA_A
485_A0A1L5BXM4,amoA_A
486_H9B470,amoA_A
487_A0A1Z2WXC4,amoA_A
488_K4P5D6,amoA_A
489_W5RRA7,amoA_A
490_K4NR52,amoA_A
491_K4NUB0,amoA_A
492_K4NR15,amoA_A
493_A0A024BN58,amoA_A
494_G9CT12,amoA_A
495_C7S8R0,amoA_A
496_A0A0G3VNX3,amoA_A
497_A0A0A1E9B6,amoA_A
498_J9SQL1,amoA_A
499_C7S8Q5,amoA_A
500_A0A1V0N9R4,amoA_A
501_A0A0S1TLT4,amoA_A
502_A0A0A1EAY8,amoA_A
503_X2GA79,amoA_A
504_H9NHM6,amoA_A
505_I6TIA8,amoA_A
506_M1TFF5,amoA_A
507_A0A076LF96,amoA_A
508_A0A0H4U9D1,amoA_A
509_A0A0K0MTX6,amoA_A
510_A0A0D5CS19,amoA_A
511_A0A024BLT4,amoA_A
512_A0A077D4P8,amoA_A
513_I6SMM0,amoA_A
514_A0A1B0V448,amoA_A
515_W0NZ15,amoA_A
516_K4P887,amoA_A
517_A0A0K0MS00,amoA_A
518_H9NHP9,amoA_A
519_B3UYG5,amoA_A
520_D0EHD5,amoA_A
521_A0A024BLM5,amoA_A
522_A0A1B1W6B1,amoA_A
523_B3UYW5,amoA_A
524_L0CTZ4,amoA_A
525_A0A1B1W646,amoA_A
526_A0A067Z936,amoA_A
527_A0A0C5PSY9,amoA_A
528_D0EH58,amoA_A
529_A0A0D5CSF4,amoA_A
530_R9XY34,amoA_A
531_A0A0A1EAY4,amoA_A
532_U6A0H3,amoA_A
533_A0A1B1W6A8,amoA_A
534_A0A0H4U504,amoA_A
535_I6TUR6,amoA_A
536_A0A1B1W695,amoA_A
537_A0A1B1W6D8,amoA_A
538_A0A059U084,amoA_A
539_A0A0B5JIQ6,amoA_A
540_J9ZZU4,amoA_A
541_K4P5T6,amoA_A
542_G1CTZ4,amoA_A
543_M4PG89,amoA_A
544_A0A0D5CSC3,amoA_A
545_A0A1V0N900,amoA_A
546_D0EGV0,amoA_A
547_A0A0K0MTY0,amoA_A
548_K4HTJ5,amoA_A
549_A0A0H4U4V2,amoA_A
550_G1CVH0,amoA_A
551_I6SM03,amoA_A
552_A0A0D5CSP4,amoA_A
553_U6A3F9,amoA_A
554_A0A0D5CSV7,amoA_A
555_A0A0K0MSC7,amoA_A
556_T2AS08,amoA_A
557_A0A0D5CSD4,amoA_A
558_H9BFN1,amoA_A
559_A8SXA8,amoA_A
560_B5LRR4,amoA_A
561_G3KDN4,amoA_A
562_L7ZAR3,amoA_A
563_B5LRU6,amoA_A
564_K0DGF5,amoA_A
565_B0F2Z1,amoA_A
566_B0LL02,amoA_A
567_A0A146KZ92,amoA_A
568_A8SU54,amoA_A
569_B3GBG9,amoA_A
570_B0Z0G8,amoA_A
571_A7LJ03,amoA_A
572_J9TB14,amoA_A
573_G4VWW0,amoA_A
574_B5A4D4,amoA_A
575_Q1HDG6,amoA_A
576_I1U3M9,amoA_A
577_U3MWX7,amoA_A
578_X5CL18,amoA_A
579_I3RQI9,amoA_A
580_B5LRY2,amoA_A
581_A8STS3,amoA_A
582_E2GDL6,amoA_A
583_G0T722,amoA_A
584_U3MX03,amoA_A
585_G3KDH1,amoA_A
586_S5RIU6,amoA_A
587_F6N3I7,amoA_A
588_A0A146KX13,amoA_A
589_C3S3X7,amoA_A
590_D5LKB8,amoA_A
591_C3S5L0,amoA_A
592_G3EZL6,amoA_A
593_I1U3Q9,amoA_A
594_B0FNF3,amoA_A
595_V5LBL9,amoA_A
596_H6TET5,amoA_A
597_A8SVX7,amoA_A
598_D2XZS5,amoA_A
599_F6N3G5,amoA_A
600_U3MYU5,amoA_A
601_G3KDC1,amoA_A
602_B5LS06,amoA_A
603_A5HA01,amoA_A
604_E3W133,amoA_A
605_X5CL60,amoA_A
606_Q3I2X2,amoA_A
607_A9Q2E2,amoA_A
608_B5LRZ2,amoA_A
609_I1U405,amoA_A
610_C3S3S7,amoA_A
611_X5CN60,amoA_A
612_F6N2V2,amoA_A
613_A8SXM3,amoA_A
614_A6XK85,amoA_A
615_E2GDM2,amoA_A
616_K0DBL1,amoA_A
617_F5CP64,amoA_A
618_B5LRP0,amoA_A
619_A0A088MWI3,amoA_A
620_A0A088MVU0,amoA_A
621_A8SWN3,amoA_A
622_A8SWG5,amoA_A
623_G0T6C3,amoA_A
624_D0V162,amoA_A
625_B2L3D0,amoA_A
626_C4TNW2,amoA_A
627_X5CL07,amoA_A
628_F5CP43,amoA_A
629_A0A142G4Y6,amoA_A
630_A0A146L2N2,amoA_A
631_M9WK52,amoA_A
632_B6S3P5,amoA_A
633_V5LCC9,amoA_A
634_D3YET8,amoA_A
635_D3KYK5,amoA_A
636_G4VVN3,amoA_A
637_A0A088MWN2,amoA_A
638_Q1HD22,amoA_A
639_A9Q2N2,amoA_A
640_F2XHG4,amoA_A
641_B5LRR5,amoA_A
642_G0T6L4,amoA_A
643_B3GBB7,amoA_A
644_C1JDB4,amoA_A
645_D1GZL9,amoA_A
646_H9CBS2,amoA_A
647_B2KPP5,amoA_A
648_F1CLV1,amoA_A
649_A4GIT8,amoA_A
650_M9WLQ9,amoA_A
651_A5HA07,amoA_A
652_C0KGV5,amoA_A
653_U3MX10,amoA_A
654_B6S3W7,amoA_A
655_Q3I2X0,amoA_A
656_K0DE09,amoA_A
657_G3EK98,amoA_A
658_B6S4Q2,amoA_A
659_E2FKR1,amoA_A
660_G4VVM5,amoA_A
661_A5HAI4,amoA_A
662_A8SV72,amoA_A
663_A7LJ39,amoA_A
664_E5G9I7,amoA_A
665_B5LRU4,amoA_A
666_C0L4C8,amoA_A
667_Q3I311,amoA_A
668_K0DHC1,amoA_A
669_V5LC70,amoA_A
670_A0A146L215,amoA_A
671_E5G9J6,amoA_A
672_B5LRS9,amoA_A
673_H9CBP3,amoA_A
674_A0A146L1S5,amoA_A
675_C1JDJ6,amoA_A
676_G0T6V3,amoA_A
677_A5HAA7,amoA_A
678_C3S5N4,amoA_A
679_B5LRU0,amoA_A
680_Q3I329,amoA_A
681_C3S4Q8,amoA_A
682_Q3I2F8,amoA_A
683_Q0QMK2,amoA_A
684_I1U402,amoA_A
685_A0A0P0UTZ3,amoA_A
686_B2L3D1,amoA_A
687_H9BFM1,amoA_A
688_E5G9Q7,amoA_A
689_C8BME5,amoA_A
690_K0DE63,amoA_A
691_A0A088MVX3,amoA_A
692_C8CE16,amoA_A
693_U3LLI4,amoA_A
694_A9Q2D7,amoA_A
695_H9XP82,amoA_A
696_G0T6M6,amoA_A
697_F6N2Z1,amoA_A
698_A5HAG8,amoA_A
699_F5CP79,amoA_A
700_C1JDC5,amoA_A
701_B5B215,amoA_A
702_C8XTT9,amoA_A
703_C6GGN1,amoA_A
704_A5HAG1,amoA_A
705_B0F2S5,amoA_A
706_G0T772,amoA_A
707_A0A0P0UVF0,amoA_A
708_A0A0K1H3F0,amoA_A
709_A0A146FT16,amoA_A
710_A0A097BUI8,amoA_A
711_F2XXI0,amoA_A
712_A0A1Z2WYM0,amoA_A
713_A0A059WQB5,amoA_A
714_G8GS93,amoA_A
715_A0A0E3KJ78,amoA_A
716_A0A172MJP3,amoA_A
717_A0A146FUY0,amoA_A
718_G3KCC1,amoA_A
719_A0A088N7E2,amoA_A
720_A0A089N774,amoA_A
721_M1LIR1,amoA_A
722_E5FBL3,amoA_A
723_G3KBX0,amoA_A
724_C9EAM8,amoA_A
725_K4F4C0,amoA_A
726_I3RKB6,amoA_A
727_A0A146FVK8,amoA_A
728_I1VCI7,amoA_A
729_D5L8M9,amoA_A
730_A0A0P0IUJ9,amoA_A
731_A0A0A1EK58,amoA_A
732_A0A089ZWF4,amoA_A
733_A0A068J5D0,amoA_A
734_T2FPL9,amoA_A
735_B5AIL6,amoA_A
736_A0A088N6T5,amoA_A
737_A0A088N6C9,amoA_A
738_R9ULK9,amoA_A
739_G3KCB1,amoA_A
740_C9EAF4,amoA_A
741_A0A146FU38,amoA_A
742_A0A0A1EEY5,amoA_A
743_T2FNP6,amoA_A
744_A0A097BUJ8,amoA_A
745_R4L940,amoA_A
746_A0A0S1YEU1,amoA_A
747_G8GR77,amoA_A
748_K4F8S2,amoA_A
749_A0A146FW73,amoA_A
750_A0A0A7RKC4,amoA_A
751_A0A172MGQ8,amoA_A
752_W8GU70,amoA_A
753_C9EB06,amoA_A
754_G8GSM7,amoA_A
755_A0A146FZB9,amoA_A
756_T2FNL3,amoA_A
757_A0A0E3H1G7,amoA_A
758_G8GR43,amoA_A
759_T1YY30,amoA_A
760_A0A109UNS6,amoA_A
761_T1W3Z3,amoA_A
762_A0A1Z3FU38,amoA_A
763_A0A088N818,amoA_A
764_A0A146G150,amoA_A
765_A0A060IHU3,amoA_A
766_E5F3W4,amoA_A
767_A0A088NKJ8,amoA_A
768_G3FCE6,amoA_A
769_A0A146FTT7,amoA_A
770_K4LKF2,amoA_A
771_A0A089ZWC2,amoA_A
772_H6UNX2,amoA_A
773_T2FNU6,amoA_A
774_A0A0P0ILF0,amoA_A
775_T1W2J9,amoA_A
776_A0A088N846,amoA_A
777_G8GS38,amoA_A
778_W8GL46,amoA_A
779_A0A088NAR7,amoA_A
780_A0A089ZWC3,amoA_A
781_G8G0Z9,amoA_A
782_J7IT82,amoA_B
783_A0A090KLJ2,amoA_A
784_G3KBQ6,amoA_A
785_A0A0P0ILV6,amoA_A
786_A0A146FYD1,amoA_A
787_B3Y9C2,amoA_A
788_T1YVL0,amoA_A
789_A0A0P0J8Y1,amoA_A
790_A0A0E3KJ54,amoA_A
791_A0A166G316,amoA_A
792_W8PEN2,amoA_A
793_K9LFN1,amoA_A
794_F4ZE52,amoA_A
795_A0A1Z2WYH8,amoA_A
796_W8P3B0,amoA_A
797_A0A023Q1Q9,amoA_A
798_G3KC27,amoA_A
799_A0A0N7ISK0,amoA_A
800_A0A089N4U6,amoA_A
801_E5F465,amoA_A
802_A0A0A1EIX1,amoA_A
803_A0A0S1YEP7,amoA_A
804_G8GSF4,amoA_A
805_A0A0P0ICK3,amoA_A
806_F2XXL0,amoA_A
807_W8GGY2,amoA_A
808_G3FC00,amoA_A
809_D5L8S9,amoA_A
810_A0A0C5BVE4,amoA_A
811_A0A0P0J3S2,amoA_A
812_G3KBU8,amoA_A
813_R9UMT7,amoA_A
814_I1VCL9,amoA_A
815_K9LHB4,amoA_A
816_K7ZBH0,amoA_A
817_A0A0P0J6A7,amoA_A
818_W8E4L0,amoA_A
819_L7X4M5,amoA_A
820_R9ZT29,amoA_A
821_C9EB76,amoA_A
822_A0A0A7E510,amoA_A
823_K4F8M6,amoA_A
824_A0A076KWC0,amoA_A
825_G3KBU2,amoA_A
826_A0A0S1U1S7,amoA_A
827_A0A088NL35,amoA_A
828_G8GRS2,amoA_A
829_G8GR75,amoA_A
830_A0A090A0K9,amoA_A
831_E5F3W5,amoA_A
832_T1W405,amoA_A
833_G3KCC4,amoA_A
834_A0A076KW84,amoA_A
835_A0A1Z2WX51,amoA_A
836_K4F4H1,amoA_A
837_K4F4K5,amoA_A
838_I3RK98,amoA_A
839_C9EAX7,amoA_A
840_A0A0A1EGS0,amoA_A
841_A0A0A7RJN1,amoA_A
842_E2J816,amoA_A
843_G3KBX8,amoA_A
844_K9LGX2,amoA_A
845_A0A089N8J9,amoA_A
846_W5S4G4,amoA_A
847_A0A0P0J373,amoA_A
848_W0C8K6,amoA_A
849_K4FAQ1,amoA_A
850_A0A0A1EJE5,amoA_A
851_K4F4X8,amoA_A
852_V9Q515,amoA_A
853_A0A089PKS3,amoA_A
854_A0A0K0Q4U0,amoA_A
855_A0A1Z2WYF4,amoA_A
856_A0A0A7RKQ5,amoA_A
857_A0A0N7ISJ4,amoA_A
858_A0A1Z2WYI8,amoA_A
859_A0A1Z3FTJ6,amoA_A
860_A0A097BU78,amoA_A
861_A0A1X9Q659,amoA_A
862_A0A0N7ISJ0,amoA_A
863_G3FJP6,amoA_A
864_A0A0K0Q3J4,amoA_A
865_A0A076KZ48,amoA_A
866_A0A0K0Q3Y9,amoA_A
867_A0A1Z2WYP5,amoA_A
868_K4P821,amoA_A
869_G1CU13,amoA_A
870_H9NHP3,amoA_A
871_K4I0Q4,amoA_A
872_G1CTK9,amoA_A
873_R9XVC8,amoA_A
874_A0A1V0N8Y0,amoA_A
875_A0A0C5PMX6,amoA_A
876_K4P857,amoA_A
877_A0A0K0MSN4,amoA_A
878_A0A0D5CT03,amoA_A
879_A0A0D5CU78,amoA_A
